call_id,timestamp_utc,family,tier,model_id_sent,model_id_returned,framing,n,trial_index,prompt,response_text,finish_reason,input_tokens,output_tokens,total_tokens,latency_seconds,retry_count,status,parse_status,truncated,n_words_extracted,words_json,extracted_from,parse_note
google_flash_FA_N3_T01,2026-05-10T21:52:21.439143+00:00,google,flash,gemini-3.1-flash-preview,,A,3,1,"Describe yourself in 3 words, separated by commas.",,,,,,203.684,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FA_N10_T00,2026-05-10T21:52:22.557944+00:00,google,flash,gemini-3.1-flash-preview,,A,10,0,"Describe yourself in 10 words, separated by commas.",,,,,,204.803,6,failed,malformed,False,0,[],,"API call failed: ClientError: 404 NOT_FOUND. {'error': {'code': 404, 'message': 'models/gemini-3.1-flash-preview is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the"
google_flash_FB_N10_T00,2026-05-10T21:59:56.082128+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,10,0,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, informative,",MAX_TOKENS,16,5,212,1.35,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N5_T00,2026-05-10T21:59:56.277419+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,5,0,"Describe yourself in 5 words, separated by commas.","Helpful, creative, logical, informative",MAX_TOKENS,12,8,208,1.548,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FB_N3_T00,2026-05-10T21:59:56.329512+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,3,0,"Describe yourself as an AI in 3 words, separated by commas.","Helpful, creative, versatile.",MAX_TOKENS,15,7,211,1.598,0,success,clean,False,3,"[""helpful"", ""creative"", ""versatile""]","Helpful, creative, versatile",
google_flash_FA_N3_T00,2026-05-10T21:59:56.383022+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,3,0,"Describe yourself in 3 words, separated by commas.","Helpful, versatile, knowledgeable",MAX_TOKENS,12,6,208,1.65,0,success,clean,False,3,"[""helpful"", ""versatile"", ""knowledgeable""]","Helpful, versatile, knowledgeable",
google_flash_FA_N3_T01,2026-05-10T21:59:57.536218+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,3,1,"Describe yourself in 3 words, separated by commas.","Helpful, creative, analytical.",STOP,12,7,161,2.803,0,success,clean,False,3,"[""helpful"", ""creative"", ""analytical""]","Helpful, creative, analytical",
google_flash_FB_N5_T01,2026-05-10T21:59:57.635590+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,5,1,"Describe yourself as an AI in 5 words, separated by commas.","Helpful,",MAX_TOKENS,15,3,211,2.902,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N1_T00,2026-05-10T21:59:57.800892+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,1,0,Describe yourself in 1 word.,**Versatile**,STOP,8,4,200,3.067,0,success,clean,False,1,"[""versatile""]",Versatile,
google_flash_FB_N1_T00,2026-05-10T21:59:57.894971+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,1,0,Describe yourself as an AI in 1 word.,Generative,STOP,11,2,202,3.161,0,success,clean,False,1,"[""generative""]",Generative,
google_flash_FA_N1_T01,2026-05-10T21:59:58.911666+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,1,1,Describe yourself in 1 word.,Versatile.,STOP,8,3,199,4.178,0,success,clean,False,1,"[""versatile""]",Versatile,
google_flash_FA_N10_T00,2026-05-10T21:59:59.024249+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,10,0,"Describe yourself in 10 words, separated by commas.","Helpful, informative, creative",MAX_TOKENS,13,6,209,4.291,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FB_N3_T01,2026-05-10T21:59:59.154074+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,3,1,"Describe yourself as an AI in 3 words, separated by commas.","Helpful,",MAX_TOKENS,15,3,211,4.42,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FB_N5_T00,2026-05-10T21:59:59.398685+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,5,0,"Describe yourself as an AI in 5 words, separated by commas.","Helpful, creative, logical,",MAX_TOKENS,15,7,211,4.665,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N10_T01,2026-05-10T22:00:00.337381+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,10,1,"Describe yourself in 10 words, separated by commas.","Helpful, creative, knowledgeable,",MAX_TOKENS,13,7,209,5.604,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FA_N5_T01,2026-05-10T22:00:00.474410+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,A,5,1,"Describe yourself in 5 words, separated by commas.","Helpful, creative, logical",MAX_TOKENS,12,6,208,5.741,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FB_N10_T01,2026-05-10T22:00:00.551838+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,10,1,"Describe yourself as an AI in 10 words, separated by commas.","Helpful, intelligent, digital",MAX_TOKENS,16,6,212,5.818,0,success,malformed,True,0,[],,truncated (finish=MAX_TOKENS)
google_flash_FB_N1_T01,2026-05-10T22:00:00.835117+00:00,google,flash,gemini-3-flash-preview,gemini-3-flash-preview,B,1,1,Describe yourself as an AI in 1 word.,Versatile.,STOP,11,3,202,6.101,0,success,clean,False,1,"[""versatile""]",Versatile,
